"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"WV","Heart Attack or Chest Pain","Aspirin at Arrival","OP_4","97","","07/01/2014","06/30/2015"
"WY","Heart Attack or Chest Pain","Aspirin at Arrival","OP_4","98","","07/01/2014","06/30/2015"
"AK","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"AL","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","67","","07/01/2014","06/30/2015"
"AR","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","68","","07/01/2014","06/30/2015"
"AS","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"AZ","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","20","","07/01/2014","06/30/2015"
"CA","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","71","","07/01/2014","06/30/2015"
"CO","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","71","","07/01/2014","06/30/2015"
"CT","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","100","","07/01/2014","06/30/2015"
"DC","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"DE","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"FL","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","67","","07/01/2014","06/30/2015"
"GA","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","50","","07/01/2014","06/30/2015"
"GU","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","33","","07/01/2014","06/30/2015"
"HI","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","50","","07/01/2014","06/30/2015"
"IA","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"ID","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","100","","07/01/2014","06/30/2015"
"IL","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","29","","07/01/2014","06/30/2015"
"IN","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","100","","07/01/2014","06/30/2015"
"KS","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","25","","07/01/2014","06/30/2015"
"KY","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","50","","07/01/2014","06/30/2015"
"LA","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","44","","07/01/2014","06/30/2015"
"MA","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","100","","07/01/2014","06/30/2015"
"MD","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"ME","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","100","","07/01/2014","06/30/2015"
"MI","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"MN","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"MO","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","33","","07/01/2014","06/30/2015"
"MP","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"MS","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","50","","07/01/2014","06/30/2015"
"MT","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","100","","07/01/2014","06/30/2015"
"NC","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","83","","07/01/2014","06/30/2015"
"ND","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","100","","07/01/2014","06/30/2015"
"NE","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","100","","07/01/2014","06/30/2015"
"NH","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"NJ","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","80","","07/01/2014","06/30/2015"
"NM","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","33","","07/01/2014","06/30/2015"
"NV","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","60","","07/01/2014","06/30/2015"
"NY","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","43","","07/01/2014","06/30/2015"
"OH","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","67","","07/01/2014","06/30/2015"
"OK","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","57","","07/01/2014","06/30/2015"
"OR","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","33","","07/01/2014","06/30/2015"
"PA","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","75","","07/01/2014","06/30/2015"
"PR","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","48","","07/01/2014","06/30/2015"
"RI","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"SC","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","50","","07/01/2014","06/30/2015"
"SD","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"TN","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","75","","07/01/2014","06/30/2015"
"TX","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","72","","07/01/2014","06/30/2015"
"UT","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","67","","07/01/2014","06/30/2015"
"VA","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","67","","07/01/2014","06/30/2015"
"VI","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"VT","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","100","","07/01/2014","06/30/2015"
"WA","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"WI","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","50","","07/01/2014","06/30/2015"
"WV","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"WY","Heart Attack or Chest Pain","Fibrinolytic Therapy Received Within 30 Minutes Of Hospital Arrival","AMI_7a","100","","07/01/2014","06/30/2015"
"AK","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","94","","07/01/2014","06/30/2015"
"AL","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","95","","07/01/2014","06/30/2015"
"AR","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","97","","07/01/2014","06/30/2015"
"AS","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"AZ","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","94","","07/01/2014","06/30/2015"
"CA","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","95","","07/01/2014","06/30/2015"
"CO","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"CT","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"DC","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","86","","07/01/2014","06/30/2015"
"DE","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","98","","07/01/2014","06/30/2015"
"FL","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","97","","07/01/2014","06/30/2015"
"GA","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","94","","07/01/2014","06/30/2015"
"GU","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"HI","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","95","","07/01/2014","06/30/2015"
"IA","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"ID","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"IL","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"IN","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","97","","07/01/2014","06/30/2015"
"KS","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","97","","07/01/2014","06/30/2015"
"KY","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"LA","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","94","","07/01/2014","06/30/2015"
"MA","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"MD","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","94","","07/01/2014","06/30/2015"
"ME","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","92","","07/01/2014","06/30/2015"
"MI","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","95","","07/01/2014","06/30/2015"
"MN","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","94","","07/01/2014","06/30/2015"
"MO","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","97","","07/01/2014","06/30/2015"
"MP","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"MS","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","97","","07/01/2014","06/30/2015"
"MT","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","95","","07/01/2014","06/30/2015"
"NC","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","98","","07/01/2014","06/30/2015"
"ND","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","98","","07/01/2014","06/30/2015"
"NE","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","98","","07/01/2014","06/30/2015"
"NH","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"NJ","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","94","","07/01/2014","06/30/2015"
"NM","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"NV","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","94","","07/01/2014","06/30/2015"
"NY","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","97","","07/01/2014","06/30/2015"
"OH","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"OK","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"OR","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","93","","07/01/2014","06/30/2015"
"PA","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"PR","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","70","","07/01/2014","06/30/2015"
"RI","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","97","","07/01/2014","06/30/2015"
"SC","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","98","","07/01/2014","06/30/2015"
"SD","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","95","","07/01/2014","06/30/2015"
"TN","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","98","","07/01/2014","06/30/2015"
"TX","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","96","","07/01/2014","06/30/2015"
"UT","Heart Attack or Chest Pain","Primary PCI Received Within 90 Minutes of Hospital Arrival","AMI_8a","98","","07/01/2014","06/30/2015"
