ASC_Name,Provider_ID,NPI,City,State,ZIP_Code,Year,ASC1_Measure_Rate,ASC1_Footnote,ASC2_Measure_Rate,ASC2_Footnote,ASC3_Measure_Rate,ASC3_Footnote,ASC4_Measure_Rate,ASC4_Footnote,ASC5_Measure_Rate,ASC5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC6_SSChecklist,ASC6_Footnote,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Musculoskeletal,ASC_7_Skin,ASC_7_Genitourinary,ASC_7_Multi_System,ASC_7_Nervous_System,ASC_7_Respiratory,ASC7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC9_Footnote,ASC_10_rate,ASC10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date
Pain Center LLC,04C0001000,1578643607,Jonesboro,AR,72401,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,2856,0,0,1,0,0,0,2855,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Physician's Day Surgery Center,04C0001055,1588603351,Little Rock,AR,72223,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,2498,0,2495,0,3,0,0,0,0,,01/01/2014,12/31/2014,66.67,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"South Central Endoscopy, LLC",04C0001081,1588802987,Hot Springs,AR,71901,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,4453,4453,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,64.00,,2014/2015,0.00,N/A (5),,N/A (5),01/01/2014,12/31/2014
Freeway Surgery Center LLC,04C0001077,1588876817,Little Rock,AR,72204,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,3956,0,0,3956,0,0,0,0,0,,01/01/2014,12/31/2014,70.27,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Executive Park Surgery Center of Fort Smith, Inc",04C0001059,1598068306,Fort Smith,AR,72903,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,3208,0,2647,31,0,0,0,530,0,,01/01/2014,12/31/2014,72.97,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Outpatient Surgery Center of Jonesboro LLC,04C0001053,1598758153,Jonesboro,AR,72401,2014,0.000,,0.000,,0.000,,0.000,,995.98,,01/01/2014,12/31/2014,Yes,,7634,5593,365,802,192,5,0,535,142,,01/01/2014,12/31/2014,33.54,,2014/2015,89.58,,81.25,,01/01/2014,12/31/2014
South Arkansas Surgery Center,04C0001075,1619037066,El Dorado,AR,71730,2014,0.000,,0.000,,0.000,,0.857,,997.49,,01/01/2014,12/31/2014,Yes,,3468,1810,246,1213,4,0,0,195,0,,01/01/2014,12/31/2014,93.48,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
"Chris Taylor Cosmetics,pa",04C0001078,1629108949,Harrison,AR,72601,2014,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
"Little Rock Surgery Center, LLC",04C0001006,1659340404,Little Rock,AR,72205,2014,0.000,,0.000,,0.000,,1.980,,989.47,,01/01/2014,12/31/2014,Yes,,910,19,0,440,1,0,1,449,0,,01/01/2014,12/31/2014,72.22,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Arkansas Gastroenterology Endoscopy Center,04C0001033,1669424339,Hot Springs,AR,71913,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,2954,2954,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,65.99,,79.95,,01/01/2014,12/31/2014
Eye Surgery Center of Arkansas,04C0001012,1710931134,Jonesboro,AR,72401,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,3638,0,3638,0,0,0,0,0,0,,01/01/2014,12/31/2014,64.29,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Jefferson Surgery Center PLLC,04C0001038,1710934542,Pine Bluff,AR,71603,2014,0.000,,0.000,,0.000,,23.419,,1000.0,,01/01/2014,12/31/2014,Yes,,443,23,0,135,10,275,0,0,0,,01/01/2014,12/31/2014,95.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Outpatient Surgery Center, Inc.",04C0001070,1730132853,Mountain Home,AR,72653,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,781,0,595,24,162,0,0,0,0,,01/01/2014,12/31/2014,88.24,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Little Rock Diagnostic Clinic ASC,04C0001022,1760418891,Little Rock,AR,72205,2014,0.000,,0.000,,0.000,,0.363,,,N/A (1),01/01/2014,12/31/2014,Yes,,7834,7834,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,100.0,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Boozman-Hof Eye Surgery & Laser Center,04C0001029,1780658245,Rogers,AR,72756,2014,0.000,,0.000,,0.000,,2.009,,,N/A (5),01/01/2014,12/31/2014,Yes,,3048,0,3020,0,28,0,0,0,0,,01/01/2014,12/31/2014,79.17,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Springhill Surgery Center, LLC",04C0001044,1790742328,North Little Rock,AR,72117,2014,0.000,,0.000,,0.000,,0.642,,998.26,,01/01/2014,12/31/2014,Yes,,10683,6825,771,843,0,188,1844,212,0,,01/01/2014,12/31/2014,79.80,,2014/2015,4.55,,83.78,,01/01/2014,12/31/2014
Mercy Outpatient Surgery Center,04C0001046,1831182641,Ft. Smith,AR,72917,2014,0.000,,0.000,,0.000,,1.400,,998.61,,01/01/2014,12/31/2014,Yes,,2440,57,1070,943,114,4,0,121,131,,01/01/2014,12/31/2014,38.42,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Advanced Cataract & Laser Center,04C0001065,1902860679,Ft. Smith,AR,72901,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,2110,0,2110,0,0,0,0,0,0,,01/01/2014,12/31/2014,94.74,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
James Trice MD PA,04C0001031,1922016898,Pine Bluff,AR,71613,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
"Arkansas Surgery and Endoscopy Center, Inc",04C0001004,1922068295,Pine Bluff,AR,71603,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1546,1546,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,67.11,,87.50,,01/01/2014,12/31/2014
North Hills Gastroenterology Endoscopy Center,04C0001019,1922070911,Fayetteville,AR,72703,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,6408,6408,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,83.87,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
"North Hills Surgery Center, LLC",04C0001041,1922187103,Fayetteville,AR,72703,2014,0.000,,0.000,,0.000,,2.407,,917.58,,01/01/2014,12/31/2014,Yes,,4355,1111,1809,1124,9,1,0,44,257,,01/01/2014,12/31/2014,99.37,,2014/2015,40.16,,59.76,,01/01/2014,12/31/2014
"Arkansas Endoscopy Center, P.A.",04C0001024,1972574200,Little Rock,AR,72205,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1200,1200,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,83.33,,2014/2015,41.67,,50.00,,01/01/2014,12/31/2014
"Central Arkansas Surgical Center, LLC",04C0001082,1992034763,Russellville,AR,72802,2014,0.000,,0.000,,0.000,,0.000,,991.45,,01/01/2014,12/31/2014,Yes,,540,0,87,261,0,0,0,0,192,,01/01/2014,12/31/2014,92.16,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Phoenix Indian Medical Center -Ambulatory Surgical Center,,1003083551,Phoenix,AZ,85016,2014,0.000,,0.000,,0.000,,0.000,,971.43,,01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Eye Surgical Center LLC,03C0001023,1013021682,Phoenix,AZ,85012,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,20,0,0,0,0,20,0,0,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Desert Mirage Surgery Center,03C0001317,1013195569,Surprise,AZ,85374,2014,0.881,,0.882,,0.882,,0.882,,972.83,,01/01/2014,12/31/2014,Yes,,2795,1635,0,261,30,335,0,534,0,,01/01/2014,12/31/2014,68.85,,2014/2015,76.04,,79.83,,01/01/2014,12/31/2014
"Ev Pain Solutions, LLC",03C0001336,1013213156,Queen Creek,AZ,85142,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
"Tucson Gastroenterology Institute, LLC",03C0001240,1023015989,Tucson,AZ,85712,2014,1.215,,1.217,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,5175,5175,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,42.31,,2014/2015,83.55,,100.0,,01/01/2014,12/31/2014
Arizona Eye Institute & Cosmetic Laser Center,03C0001261,1023074291,Sun City West,AZ,85375,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,927,0,916,0,11,0,0,0,0,,01/01/2014,12/31/2014,50.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Mcdowell Ambulatory Surgery Center LLC,03C0001296,1033250618,Phoenix,AZ,85006,2014,0.000,,0.000,,1.603,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,5320,0,0,50,0,0,0,5270,0,,01/01/2014,12/31/2014,75.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Santan Surgery Center, LLC",03C0001339,1033400619,Gilbert,AZ,85295,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,935,0,0,579,0,265,0,0,91,,01/01/2014,12/31/2014,,N/A (5),2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Cottonwood Day Surgery Center,03C0001308,1043222417,Cottonwood,AZ,86326,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,620,0,0,25,0,0,0,595,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
North Valley Endoscopy Center LLC,03C0001295,1043239338,Phoenix,AZ,85032,2014,0.000,,0.000,,0.000,,0.684,,,N/A (1),01/01/2014,12/31/2014,Yes,,7302,7302,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,90.00,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Aims Outpatient Surgery,03C0001093,1063408649,Kingman,AZ,86409,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,Yes,,1261,557,0,3,71,1,14,615,0,,01/01/2014,12/31/2014,0.00,,2014/2015,58.00,,100.0,,01/01/2014,12/31/2014
Southwest Endoscopy & Surgicenter LLC,03C0001313,1063693588,Gilbert,AZ,85234,2014,0.491,,0.000,,0.000,,0.983,,363.64,,01/01/2014,12/31/2014,Yes,,14393,14393,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,85.54,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
"Tomar Pain Centers, PLLC",,1063735793,Casa Grande,AZ,85122,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Outpatient Surgical Care LTD,03C0001041,1073579256,Phoenix,AZ,85021,2014,0.860,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1054,0,1054,0,0,0,0,0,0,,01/01/2014,12/31/2014,78.95,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Digestive Health Specialists Endoscopy Center Arizona, LLC",03C0001286,1073588356,Scottsdale,AZ,85255,2014,0.000,,0.000,,0.000,,0.883,,,N/A (1),01/01/2014,12/31/2014,Yes,,6745,6745,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,69.23,,2014/2015,93.93,,96.88,,01/01/2014,12/31/2014
Gilbert Out Patient Surgery,03C0001281,1073627162,Gilbert,AZ,85234,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,Yes,,1526,1526,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,80.00,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
"Eye Surgery Centers of Arizona, LLC",03C0001330,1073845087,Phoenix,AZ,85016,2014,0.437,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,5449,0,5449,0,0,0,0,0,0,,01/01/2014,12/31/2014,45.45,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Prescott Outpatient Surgical Center,03C0001043,1083624670,Prescott,AZ,86301,2014,0.000,,0.512,,0.000,,1.025,,995.89,,01/01/2014,12/31/2014,Yes,,3154,820,0,528,14,214,0,1524,54,,01/01/2014,12/31/2014,69.15,,2014/2015,42.86,,93.65,,01/01/2014,12/31/2014
Arizona Advanced Endoscopy LLC,03C0001345,1093085904,Gilbert,AZ,85295,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,5049,5049,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,79.82,,79.82,,01/01/2014,12/31/2014
"Chandler Endoscopy Ambulatory Surgery Center, LLC",03C0001279,1093086183,Chandler,AZ,85224,2014,0.000,,0.000,,0.000,,0.927,,,N/A (1),01/01/2014,12/31/2014,Yes,,8511,8511,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,85.00,,2014/2015,100.0,,16.67,,01/01/2014,12/31/2014
"Barnet Dulaney Perkins Eye Center, PLLC",03C0001344,1093088304,Sedona,AZ,86336,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,754,0,754,0,0,0,0,0,0,,01/01/2014,12/31/2014,0.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Bdpec Sun City,03C0001342,1104199413,Sun City,AZ,85351,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,5609,0,5600,0,9,0,0,0,0,,01/01/2014,12/31/2014,18.18,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Southwestern Eye Surgicenter-Show Low,03C0001255,1104866904,Show Low,AZ,85901,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,43,0,43,0,0,0,0,0,0,,01/01/2014,12/31/2014,,N/A (5),2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Valley Outpatient Surgical Center Inc,03C0001044,1104894369,Mesa,AZ,85201,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1958,0,1958,0,0,0,0,0,0,,01/01/2014,12/31/2014,90.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Pain Solutions Center, LLC",03C0001337,1104957869,Peoria,AZ,85381,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Kokopelli Eye Care PC,03C0001301,1114140019,Prescott,AZ,86301,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,473,0,473,0,0,0,0,0,0,,01/01/2014,12/31/2014,37.93,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Pinnacle Surgery Center of Peoria,03C0001302,1114171097,Peoria,AZ,85381,2014,0.000,,0.000,,0.000,,0.000,,989.25,,01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Banner Estrella Surgery Center,03C0001284,1114962321,Phoenix,AZ,85037,2014,16.667,,0.000,,0.000,,8.333,,962.96,,01/01/2014,12/31/2014,Yes,,2552,1747,119,483,1,2,0,98,102,,01/01/2014,12/31/2014,97.73,,2014/2015,95.00,,100.0,,01/01/2014,12/31/2014
Tuscany Surgical Center LLC,03C0001338,1134406994,Yuma,AZ,85364,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
"North Scottsdale Ambulatory Surgery Center, LLC",03C0001275,1144333881,Scottsdale,AZ,85258,2014,0.000,,0.000,,0.000,,0.289,,,N/A (1),01/01/2014,12/31/2014,Yes,,15531,0,0,821,0,0,0,14710,0,,01/01/2014,12/31/2014,91.11,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
North Valley Surgery Center,03C0001285,1154326650,Scottsdale,AZ,85258,2014,0.000,,0.000,,0.000,,0.000,,979.87,,01/01/2014,12/31/2014,Yes,,5671,1698,0,1261,224,107,41,2096,244,,01/01/2014,12/31/2014,28.03,,2014/2015,94.79,,48.96,,01/01/2014,12/31/2014
Warner Outpatient Surgery Center,03C0001052,1154387710,Chandler,AZ,85225,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,7117,6,1996,299,22,0,0,4794,0,,01/01/2014,12/31/2014,44.44,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Troon Pain Management, LLC",03C0001331,1154483808,Chandler,AZ,85224,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,960,0,0,900,0,0,0,60,0,,01/01/2014,12/31/2014,100.0,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
East Valley Endoscopy LLC,03C0001260,1164414447,Mesa,AZ,85206,2014,0.390,,0.390,,0.000,,2.341,,,N/A (1),01/01/2014,12/31/2014,Yes,,10894,10894,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,82.50,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
White Mountain Surgical Specialists PC,03C0001079,1164487922,Show Low,AZ,85901,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
"Surgitech Centers, Inc",03C0001018,1184814402,Scottsdale,AZ,85251,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Barnet Dulaney Perkins Eye Center,03C0001216,1194782672,Safford,AZ,85546,2014,6.329,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,327,0,327,0,0,0,0,0,0,,01/01/2014,12/31/2014,25.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Adobe Surgery Center, PC",03C0001078,1205821097,Tucson,AZ,85712,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,9811,9811,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,56.25,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Kokopelli Eye Care Surgery Center,03C0001099,1205858875,Prescott Valley,AZ,86314,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,521,0,521,0,0,0,0,0,0,,01/01/2014,12/31/2014,37.93,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Southwestern Eye Surgicenter-Kingman,03C0001082,1215983135,Kingman,AZ,86401,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,778,0,778,0,0,0,0,0,0,,01/01/2014,12/31/2014,50.00,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Southwestern Eye Surgicenter-Cottonwood,03C0001217,1225075435,Cottonwood,AZ,86326,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1245,0,1245,0,0,0,0,0,0,,01/01/2014,12/31/2014,33.33,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Facilities Billing Associates, LLC",03C0001332,1225359359,Scottsdale,AZ,85262,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,350,0,0,300,0,0,0,50,0,,01/01/2014,12/31/2014,100.0,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Metro Surgery Center,03C0001045,1235137944,Phoenix,AZ,85029,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,19.47,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Spectra Eye Institute, LLC",03C0001237,1245233923,Sun City,AZ,85351,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,7737,0,7737,0,0,0,0,0,0,,01/01/2014,12/31/2014,91.78,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Surgery Center of Gilbert,03C0001253,1245239656,Mesa,AZ,85206,2014,0.000,,0.000,,0.000,,1.333,,1000.0,,01/01/2014,12/31/2014,Yes,,3991,0,2260,57,109,610,4,10,941,,01/01/2014,12/31/2014,87.74,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Southwestern Eye Surgicenter-Lake Havasu,03C0001213,1255368551,Lake Havasu City,AZ,86403,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,607,0,607,0,0,0,0,0,0,,01/01/2014,12/31/2014,42.86,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Surgicenters of America,03C0001001,1255377446,Phoenix,AZ,85006,2014,0.000,,0.000,,0.000,,0.000,,348.39,,01/01/2014,12/31/2014,Yes,,4207,2266,798,623,13,2,3,496,6,,01/01/2014,12/31/2014,98.13,,2014/2015,64.79,,88.41,,01/01/2014,12/31/2014
Bdpec Tucson,03C0001340,1255604534,Tucson,AZ,85704,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,1336,0,1336,0,0,0,0,0,0,,01/01/2014,12/31/2014,87.50,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Cigna Medical Group,03C0001223,1265536270,Phoenix,AZ,85012,2014,,,,,,,,,,,,,,N/A (5),,,,,,,,,,N/A (5),01/01/2014,12/31/2014,80.77,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Cmg Outpatient Surgery,03C0001223,1265544191,Phoenix,AZ,85012,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,Yes,,3057,499,2436,60,28,11,0,23,0,,01/01/2014,12/31/2014,80.77,,2014/2015,98.89,,94.44,,01/01/2014,12/31/2014
Southwestern Eye Surgicenter-Casa Grande,03C0001042,1275569121,Casa Grande,AZ,85122,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,2440,0,2440,0,0,0,0,0,0,,01/01/2014,12/31/2014,55.56,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Arizona Surgical Specialists,03C0001280,1285767822,Tempe,AZ,85283,2014,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
"Az Pain Centers of Tucson, LLC",03C0001333,1285963058,Tucson,AZ,85741,2014,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
"Mosc, LLC",03C0001346,1295015212,Phoenix,AZ,85028,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
"Scottsdale Eye Surgery Center, P.C",03C0001063,1295710002,Scottsdale,AZ,85251,2014,0.000,,0.000,,0.000,,0.273,,,N/A (5),01/01/2014,12/31/2014,Yes,,6474,0,6269,0,205,0,0,0,0,,01/01/2014,12/31/2014,53.01,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Barnet Dulaney Perkins Eye Center, PLLC",03C0001343,1306119615,Mesa,AZ,85206,2014,0.000,,0.000,,0.596,,0.000,,,N/A (1),01/01/2014,12/31/2014,Yes,,4812,0,4795,0,17,0,0,0,0,,01/01/2014,12/31/2014,52.38,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"St. Joseph's Outpatient Surgery Center, LLC",03C0001265,1306843222,Phoenix,AZ,85013,2014,0.000,,0.000,,0.000,,0.000,,972.97,,01/01/2014,12/31/2014,Yes,,7475,2869,14,886,382,1,2,324,2997,,01/01/2014,12/31/2014,35.00,,2014/2015,100.0,,100.0,,01/01/2014,12/31/2014
Premier Surgery Center of Tucson LP,03C0001040,1316909633,Tucson,AZ,85711,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Southwestern Eye Surgicenter-Prescott,03C0001206,1326089715,Prescott,AZ,86301,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,527,0,527,0,0,0,0,0,0,,01/01/2014,12/31/2014,55.56,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Rummel Eye Care/Eye Surgery Services,03C0001202,1336107036,Prescott,AZ,86301,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,1258,0,1258,0,0,0,0,0,0,,01/01/2014,12/31/2014,73.91,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
Gateway Surgery Center,03C0001256,1336131143,Phoenix,AZ,85008,2014,0.000,,0.000,,0.000,,1.993,,995.33,,01/01/2014,12/31/2014,Yes,,6478,0,0,2802,60,0,0,3616,0,,01/01/2014,12/31/2014,79.26,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
"Arizona Digestive Center, P.C.",03C0001283,1336272657,Scottsdale,AZ,85260,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,No,,2613,2613,0,0,0,0,0,0,0,,01/01/2014,12/31/2014,46.67,,2014/2015,72.22,,,N/A (5),01/01/2014,12/31/2014
"Akdhc Surgery Center, LLC",03C0001236,1346469731,Phoenix,AZ,85012,2014,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2014,12/31/2014,,,,,,,,,,,,,,,,,,,,,,,
Southwestern Eye Surgicenter-Safford,03C0001231,1356383640,Safford,AZ,85546,2014,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2014,12/31/2014,Yes,,644,0,644,0,0,0,0,0,0,,01/01/2014,12/31/2014,100.0,,2014/2015,,N/A (5),,N/A (5),01/01/2014,12/31/2014
