"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"OH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.874","","07/01/2014","06/30/2015"
"OK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.514","","07/01/2014","06/30/2015"
"OR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.127","","07/01/2014","06/30/2015"
"PA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.093","","07/01/2014","06/30/2015"
"PR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"RI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.688","","07/01/2014","06/30/2015"
"SC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.032","","07/01/2014","06/30/2015"
"SD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.701","","07/01/2014","06/30/2015"
"TN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.945","","07/01/2014","06/30/2015"
"TX","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.844","","07/01/2014","06/30/2015"
"UT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.561","","07/01/2014","06/30/2015"
"VA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.312","","07/01/2014","06/30/2015"
"VI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"VT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","3.594","","07/01/2014","06/30/2015"
"WA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.999","","07/01/2014","06/30/2015"
"WI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.224","","07/01/2014","06/30/2015"
"WV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.003","","07/01/2014","06/30/2015"
"WY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.676","","07/01/2014","06/30/2015"
"AK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.255","","07/01/2014","06/30/2015"
"AL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.462","","07/01/2014","06/30/2015"
"AR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.457","","07/01/2014","06/30/2015"
"AS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"AZ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.582","","07/01/2014","06/30/2015"
"CA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.883","","07/01/2014","06/30/2015"
"CO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.676","","07/01/2014","06/30/2015"
"CT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.704","","07/01/2014","06/30/2015"
"DC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.649","","07/01/2014","06/30/2015"
"DE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.534","","07/01/2014","06/30/2015"
"FL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.594","","07/01/2014","06/30/2015"
"GA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.805","","07/01/2014","06/30/2015"
"GU","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"HI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.392","","07/01/2014","06/30/2015"
"IA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.600","","07/01/2014","06/30/2015"
"ID","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.515","","07/01/2014","06/30/2015"
"IL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.735","","07/01/2014","06/30/2015"
"IN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.665","","07/01/2014","06/30/2015"
"KS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.636","","07/01/2014","06/30/2015"
"KY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.741","","07/01/2014","06/30/2015"
"LA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.801","","07/01/2014","06/30/2015"
"MA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.779","","07/01/2014","06/30/2015"
"MD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.825","","07/01/2014","06/30/2015"
"ME","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.196","","07/01/2014","06/30/2015"
"MI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.796","","07/01/2014","06/30/2015"
"MN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.857","","07/01/2014","06/30/2015"
"MO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.473","","07/01/2014","06/30/2015"
"MP","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"MS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.604","","07/01/2014","06/30/2015"
"MT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.733","","07/01/2014","06/30/2015"
"NC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.499","","07/01/2014","06/30/2015"
"ND","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.190","","07/01/2014","06/30/2015"
"NE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.434","","07/01/2014","06/30/2015"
"NH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.416","","07/01/2014","06/30/2015"
"NJ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.890","","07/01/2014","06/30/2015"
"NM","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.783","","07/01/2014","06/30/2015"
"NV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.446","","07/01/2014","06/30/2015"
"NY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.929","","07/01/2014","06/30/2015"
"OH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.594","","07/01/2014","06/30/2015"
"OK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.178","","07/01/2014","06/30/2015"
"OR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.504","","07/01/2014","06/30/2015"
"PA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.762","","07/01/2014","06/30/2015"
"PR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"RI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.449","","07/01/2014","06/30/2015"
"SC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.567","","07/01/2014","06/30/2015"
"SD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.452","","07/01/2014","06/30/2015"
"TN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.576","","07/01/2014","06/30/2015"
"TX","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.632","","07/01/2014","06/30/2015"
"UT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.770","","07/01/2014","06/30/2015"
"VA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.857","","07/01/2014","06/30/2015"
"VI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","07/01/2014","06/30/2015"
"VT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.700","","07/01/2014","06/30/2015"
"WA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.498","","07/01/2014","06/30/2015"
"WI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.690","","07/01/2014","06/30/2015"
"WV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.952","","07/01/2014","06/30/2015"
"WY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.027","","07/01/2014","06/30/2015"
"AK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.392","","07/01/2014","06/30/2015"
"AL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.209","","07/01/2014","06/30/2015"
"AR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.097","","07/01/2014","06/30/2015"
"AS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2014","06/30/2015"
"AZ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.877","","07/01/2014","06/30/2015"
"CA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.837","","07/01/2014","06/30/2015"
"CO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.630","","07/01/2014","06/30/2015"
"CT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.697","","07/01/2014","06/30/2015"
"DC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.980","","07/01/2014","06/30/2015"
"DE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.032","","07/01/2014","06/30/2015"
"FL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.107","","07/01/2014","06/30/2015"
"GA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.101","","07/01/2014","06/30/2015"
"GU","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2014","06/30/2015"
"HI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.567","","07/01/2014","06/30/2015"
"IA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.565","","07/01/2014","06/30/2015"
"ID","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.283","","07/01/2014","06/30/2015"
"IL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.738","","07/01/2014","06/30/2015"
"IN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.856","","07/01/2014","06/30/2015"
"KS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.579","","07/01/2014","06/30/2015"
"KY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.314","","07/01/2014","06/30/2015"
"LA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.176","","07/01/2014","06/30/2015"
"MA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.569","","07/01/2014","06/30/2015"
"MD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.232","","07/01/2014","06/30/2015"
"ME","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.421","","07/01/2014","06/30/2015"
"MI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.982","","07/01/2014","06/30/2015"
"MN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.400","","07/01/2014","06/30/2015"
"MO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.784","","07/01/2014","06/30/2015"
"MP","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2014","06/30/2015"
"MS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.882","","07/01/2014","06/30/2015"
"MT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.446","","07/01/2014","06/30/2015"
"NC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.878","","07/01/2014","06/30/2015"
"ND","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.739","","07/01/2014","06/30/2015"
"NE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.668","","07/01/2014","06/30/2015"
"NH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.655","","07/01/2014","06/30/2015"
"NJ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.024","","07/01/2014","06/30/2015"
"NM","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.553","","07/01/2014","06/30/2015"
"NV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.958","","07/01/2014","06/30/2015"
"NY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.957","","07/01/2014","06/30/2015"
"OH","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.913","","07/01/2014","06/30/2015"
"OK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.173","","07/01/2014","06/30/2015"
"OR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.647","","07/01/2014","06/30/2015"
"PA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.825","","07/01/2014","06/30/2015"
"PR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.469","","07/01/2014","06/30/2015"
"RI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.668","","07/01/2014","06/30/2015"
"SC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.102","","07/01/2014","06/30/2015"
"SD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.478","","07/01/2014","06/30/2015"
"TN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.100","","07/01/2014","06/30/2015"
"TX","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.837","","07/01/2014","06/30/2015"
"UT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.518","","07/01/2014","06/30/2015"
"VA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.793","","07/01/2014","06/30/2015"
"VI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.535","","07/01/2014","06/30/2015"
"VT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.492","","07/01/2014","06/30/2015"
"WA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.860","","07/01/2014","06/30/2015"
"WI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.458","","07/01/2014","06/30/2015"
"WV","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.741","","07/01/2014","06/30/2015"
"WY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.178","","07/01/2014","06/30/2015"
"AK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.945","","07/01/2014","06/30/2015"
"AL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.367","","07/01/2014","06/30/2015"
"AR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.335","","07/01/2014","06/30/2015"
"AS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2014","06/30/2015"
"AZ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.023","","07/01/2014","06/30/2015"
"CA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.900","","07/01/2014","06/30/2015"
"CO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.803","","07/01/2014","06/30/2015"
"CT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.856","","07/01/2014","06/30/2015"
"DC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.272","","07/01/2014","06/30/2015"
"DE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.439","","07/01/2014","06/30/2015"
"FL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.185","","07/01/2014","06/30/2015"
"GA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.227","","07/01/2014","06/30/2015"
"GU","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2014","06/30/2015"
"HI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.869","","07/01/2014","06/30/2015"
"IA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.747","","07/01/2014","06/30/2015"
"ID","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.560","","07/01/2014","06/30/2015"
"IL","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.829","","07/01/2014","06/30/2015"
"IN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.992","","07/01/2014","06/30/2015"
"KS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.755","","07/01/2014","06/30/2015"
"KY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.501","","07/01/2014","06/30/2015"
"LA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.342","","07/01/2014","06/30/2015"
"MA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.671","","07/01/2014","06/30/2015"
"MD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.403","","07/01/2014","06/30/2015"
"ME","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.690","","07/01/2014","06/30/2015"
"MI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.087","","07/01/2014","06/30/2015"
"MN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.518","","07/01/2014","06/30/2015"
"MO","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.907","","07/01/2014","06/30/2015"
"MP","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2014","06/30/2015"
"MS","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.054","","07/01/2014","06/30/2015"
"MT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.847","","07/01/2014","06/30/2015"
"NC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.979","","07/01/2014","06/30/2015"
"ND","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.146","","07/01/2014","06/30/2015"
"NE","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.905","","07/01/2014","06/30/2015"
"NH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.993","","07/01/2014","06/30/2015"
"NJ","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.140","","07/01/2014","06/30/2015"
"NM","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.805","","07/01/2014","06/30/2015"
"NV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.201","","07/01/2014","06/30/2015"
"NY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.025","","07/01/2014","06/30/2015"
"OH","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.008","","07/01/2014","06/30/2015"
"OK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.367","","07/01/2014","06/30/2015"
"OR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.835","","07/01/2014","06/30/2015"
"PA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.908","","07/01/2014","06/30/2015"
"PR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.927","","07/01/2014","06/30/2015"
"RI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.979","","07/01/2014","06/30/2015"
"SC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.270","","07/01/2014","06/30/2015"
"SD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.812","","07/01/2014","06/30/2015"
"TN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.228","","07/01/2014","06/30/2015"
"TX","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.906","","07/01/2014","06/30/2015"
"UT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.738","","07/01/2014","06/30/2015"
"VA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.916","","07/01/2014","06/30/2015"
"VI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","4.179","","07/01/2014","06/30/2015"
"VT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.973","","07/01/2014","06/30/2015"
"WA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.022","","07/01/2014","06/30/2015"
"WI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.591","","07/01/2014","06/30/2015"
"WV","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.943","","07/01/2014","06/30/2015"
"WY","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.877","","07/01/2014","06/30/2015"
"AK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.125","","07/01/2014","06/30/2015"
"AL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.066","","07/01/2014","06/30/2015"
"AR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.893","","07/01/2014","06/30/2015"
"AS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2014","06/30/2015"
"AZ","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.747","","07/01/2014","06/30/2015"
"CA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.778","","07/01/2014","06/30/2015"
"CO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.488","","07/01/2014","06/30/2015"
"CT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.562","","07/01/2014","06/30/2015"
"DC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.742","","07/01/2014","06/30/2015"
"DE","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.718","","07/01/2014","06/30/2015"
"FL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.033","","07/01/2014","06/30/2015"
"GA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.985","","07/01/2014","06/30/2015"
"GU","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2014","06/30/2015"
"HI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.352","","07/01/2014","06/30/2015"
"IA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.418","","07/01/2014","06/30/2015"
"ID","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.124","","07/01/2014","06/30/2015"
"IL","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.655","","07/01/2014","06/30/2015"
"IN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.735","","07/01/2014","06/30/2015"
"KS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.435","","07/01/2014","06/30/2015"
"KY","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.145","","07/01/2014","06/30/2015"
"LA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.026","","07/01/2014","06/30/2015"
"MA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.479","","07/01/2014","06/30/2015"
"MD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.077","","07/01/2014","06/30/2015"
"ME","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.240","","07/01/2014","06/30/2015"
"MI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.885","","07/01/2014","06/30/2015"
"MN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.303","","07/01/2014","06/30/2015"
"MO","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.675","","07/01/2014","06/30/2015"
"MP","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period.","07/01/2014","06/30/2015"
"MS","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.732","","07/01/2014","06/30/2015"
"MT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.207","","07/01/2014","06/30/2015"
"NC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.784","","07/01/2014","06/30/2015"
